// Mushroom dataset from UC-Irvine archive of machine learning datasets
// modified to remove some of the attributes specifically for this CS540 class
//
//classification: e=edible, p=poisonous
//
// attribute values:
//     1. cap-shape:                bell=b,conical=c,convex=x,flat=f,knobbed=k,sunken=s
//     2. cap-surface:              fibrous=f,grooves=g,scaly=y,smooth=s
//     3. cap-color:                brown=n,buff=b,cinnamon=c,gray=g,green=r,pink=p,purple=u,red=e,white=w,yellow=y
//     4. bruises?:                 bruises=t,no=f
//     5. odor:                     almond=a,anise=l,creosote=c,fishy=y,foul=f,musty=m,none=n,pungent=p,spicy=s
//     6. gill-attachment:          attached=a,descending=d,free=f,notched=n
//     7. gill-spacing:             close=c,crowded=w,distant=d
//     8. gill-size:                broad=b,narrow=n
//     9. gill-color:               black=k,brown=n,buff=b,chocolate=h,gray=g,green=r,orange=o,pink=p,purple=u,red=e,white=w,yellow=y
//    10. stalk-shape:              enlarging=e,tapering=t
//    11. stalk-root:               bulbous=b,club=c,cup=u,equal=e,rhizomorphs=z,rooted=r
//    12. stalk-surface-above-ring: ibrous=f,scaly=y,silky=k,smooth=s
//    13. stalk-surface-below-ring: ibrous=f,scaly=y,silky=k,smooth=s
//    14. stalk-color-above-ring:   brown=n,buff=b,cinnamon=c,gray=g,orange=o,pink=p,red=e,white=w,yellow=y
//    15. stalk-color-below-ring:   brown=n,buff=b,cinnamon=c,gray=g,orange=o,pink=p,red=e,white=w,yellow=y
//
// Begin attribute domain list
%%,e,p
##,CapShape,b,c,x,f,k,s
##,CapSurface,f,g,y,s
##,CapColor,n,b,c,g,r,p,u,e,w,y
##,Bruises,t,f
##,Odor,a,l,c,y,f,m,n,p,s
##,GillAttachment,a,d,f,n
##,GillSpacing,c,w,d
##,GillSize,b,n
##,GillColor,k,n,b,h,g,r,o,p,u,e,w,y
##,StalkShape,e,t
##,StalkRoot,b,c,u,e,z,r
##,StalkSurfaceAboveRing,f,y,k,s
##,StalkSurfaceBelowRing,f,y,k,s
##,StalkColorAboveRing,n,b,c,g,o,p,e,w,y
##,StalkColorBelowRing,n,b,c,g,o,p,e,w,y
// End attribute domain list
// Begin training data
Ex2001,e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g
Ex2002,e,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w
Ex2003,e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w
Ex2004,e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g
Ex2005,p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w
Ex2006,e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w
Ex2007,p,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w
Ex2008,e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w
Ex2009,e,f,f,n,f,n,f,w,b,n,t,e,f,f,w,w
Ex2010,p,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w
Ex2011,e,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w
Ex2012,e,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w
Ex2013,e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w
Ex2014,e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w
Ex2015,e,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w
Ex2016,e,f,s,g,f,n,f,w,b,p,t,e,f,s,w,w
Ex2017,e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w
Ex2018,e,f,s,y,t,a,f,w,n,n,t,b,s,s,w,w
Ex2019,e,f,f,w,t,a,f,w,n,n,t,b,s,s,w,w
Ex2020,e,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w
Ex2021,e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w
Ex2022,e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,p
Ex2023,e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,g
Ex2024,e,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w
Ex2025,e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w
Ex2026,e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p
Ex2027,e,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w
Ex2028,e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,p
Ex2029,e,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w
Ex2030,e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w
Ex2031,e,x,y,e,t,n,f,c,b,u,t,b,s,s,w,p
Ex2032,e,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w
Ex2033,e,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p
Ex2034,e,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g
Ex2035,e,x,y,g,t,n,f,c,b,u,t,b,s,s,p,g
Ex2036,e,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w
Ex2037,e,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w
Ex2038,e,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w
Ex2039,e,x,s,g,f,n,f,w,b,n,t,e,s,s,w,w
Ex2040,e,x,y,e,t,n,f,c,b,w,t,b,s,s,w,p
Ex2041,e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w
Ex2042,e,f,f,n,t,n,f,c,b,n,t,b,s,s,p,w
Ex2043,e,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w
Ex2044,e,f,s,n,f,n,f,w,b,n,t,e,s,f,w,w
Ex2045,e,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w
Ex2046,e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w
Ex2047,e,x,f,e,t,n,f,c,b,u,t,b,s,s,w,p
Ex2048,e,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w
Ex2049,e,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g
Ex2050,e,f,f,g,t,n,f,c,b,n,t,b,s,s,w,p
Ex2051,e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w
Ex2052,e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w
Ex2053,e,x,s,n,f,n,f,w,b,p,t,e,s,s,w,w
Ex2054,e,f,s,w,f,n,f,w,b,p,t,e,s,s,w,w
Ex2055,e,f,f,n,t,n,f,c,b,u,t,b,s,s,g,w
Ex2056,e,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w
Ex2057,e,x,f,g,t,n,f,c,b,u,t,b,s,s,g,p
Ex2058,e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g
Ex2059,e,x,f,w,f,n,f,w,b,p,t,e,s,f,w,w
Ex2060,e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w
Ex2061,e,f,s,g,f,n,f,w,b,n,t,e,f,s,w,w
Ex2062,p,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w
Ex2063,e,f,f,g,f,n,f,w,b,p,t,e,f,s,w,w
Ex2064,e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w
Ex2065,e,x,f,w,f,n,f,w,b,n,t,e,s,f,w,w
Ex2066,e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w
Ex2067,e,x,y,e,t,n,f,c,b,p,t,b,s,s,p,p
Ex2068,p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w
Ex2069,e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w
Ex2070,e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,g
Ex2071,e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,p
Ex2072,e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,g
Ex2073,e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p
Ex2074,e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,g
Ex2075,p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w
Ex2076,e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w
Ex2077,e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p
Ex2078,e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w
Ex2079,e,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w
Ex2080,e,x,y,e,t,n,f,c,b,u,t,b,s,s,w,p
Ex2081,e,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w
Ex2082,e,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w
Ex2083,e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,g
Ex2084,e,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p
Ex2085,e,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w
Ex2086,e,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w
Ex2087,e,f,f,n,f,n,f,w,b,h,t,e,f,f,w,w
Ex2088,e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,w
Ex2089,e,x,f,e,t,n,f,c,b,n,t,b,s,s,p,g
Ex2090,p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w
Ex2091,e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,g
Ex2092,e,x,s,w,f,n,f,w,b,k,t,e,s,f,w,w
Ex2093,e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w
Ex2094,e,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w
Ex2095,e,f,f,n,f,n,f,w,b,k,t,e,f,f,w,w
Ex2096,e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w
Ex2097,e,f,f,g,t,n,f,c,b,n,t,b,s,s,w,w
Ex2098,e,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w
Ex2099,p,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w
Ex2100,e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w
Ex2101,e,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g
Ex2102,e,f,f,g,t,n,f,c,b,p,t,b,s,s,w,w
Ex2103,e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,w
Ex2104,e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,g
Ex2105,e,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p
Ex2106,e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g
Ex2107,e,f,f,n,t,n,f,c,b,p,t,b,s,s,w,w
Ex2108,e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p
Ex2109,e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,w
Ex2110,e,f,f,g,t,n,f,c,b,p,t,b,s,s,w,w
Ex2111,e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,w
Ex2112,e,x,y,e,t,n,f,c,b,u,t,b,s,s,g,p
Ex2113,p,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w
Ex2114,e,x,f,e,t,n,f,c,b,n,t,b,s,s,p,g
Ex2115,e,x,y,g,t,n,f,c,b,p,t,b,s,s,w,w
Ex2116,e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,g
Ex2117,e,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g
Ex2118,e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,p
Ex2119,e,x,f,g,t,n,f,c,b,n,t,b,s,s,p,p
Ex2120,e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w
Ex2121,e,x,f,e,t,n,f,c,b,p,t,b,s,s,w,w
Ex2122,e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w
Ex2123,e,f,f,n,t,n,f,c,b,p,t,b,s,s,g,p
Ex2124,e,x,f,n,t,n,f,c,b,u,t,b,s,s,w,p
Ex2125,e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p
Ex2126,e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,g
